ORPHA:276413	10q22.3q23.3 microdeletion syndrome
OMIM:615081	SPERMATOGENIC FAILURE 11; SPGF11
OMIM:615413	Spermatogenic failure 12
OMIM:615841	SPERMATOGENIC FAILURE 13; SPGF13
OMIM:615842	SPERMATOGENIC FAILURE 14; SPGF14
OMIM:616950	SPERMATOGENIC FAILURE 15
OMIM:616950	SPERMATOGENIC FAILURE 15; SPGF15
OMIM:617187	SPERMATOGENIC FAILURE 16
OMIM:617214	SPERMATOGENIC FAILURE 17
OMIM:617576	SPERMATOGENIC FAILURE 18; SPGF18
OMIM:617592	SPERMATOGENIC FAILURE 19; SPGF19
OMIM:258150	SPERMATOGENIC FAILURE 1; SPGF1
OMIM:108420	SPERMATOGENIC FAILURE 2
OMIM:617593	SPERMATOGENIC FAILURE 20; SPGF20
OMIM:617644	SPERMATOGENIC FAILURE 21; SPGF21
OMIM:617706	SPERMATOGENIC FAILURE 22; SPGF22
OMIM:617707	SPERMATOGENIC FAILURE 23; SPGF23
OMIM:617959	SPERMATOGENIC FAILURE 24; SPGF24
OMIM:617960	SPERMATOGENIC FAILURE 25; SPGF25
OMIM:617961	SPERMATOGENIC FAILURE 26; SPGF26
OMIM:617965	SPERMATOGENIC FAILURE 27; SPGF27
OMIM:618086	SPERMATOGENIC FAILURE 28; SPGF28
OMIM:618091	SPERMATOGENIC FAILURE 29; SPGF29
OMIM:618110	SPERMATOGENIC FAILURE 30; SPGF30
OMIM:618112	SPERMATOGENIC FAILURE 31; SPGF31
OMIM:618115	SPERMATOGENIC FAILURE 32; SPGF32
OMIM:618152	SPERMATOGENIC FAILURE 33; SPGF33
OMIM:618153	SPERMATOGENIC FAILURE 34; SPGF34
OMIM:618341	SPERMATOGENIC FAILURE 35; SPGF35
OMIM:618420	SPERMATOGENIC FAILURE 36; SPGF36
OMIM:618429	SPERMATOGENIC FAILURE 37; SPGF37
OMIM:618433	SPERMATOGENIC FAILURE 38; SPGF38
OMIM:618643	Spermatogenic failure 39
OMIM:606766	SPERMATOGENIC FAILURE 3; SPGF3
OMIM:618664	Spermatogenic failure 40
OMIM:618670	Spermatogenic failure 41
OMIM:618745	Spermatogenic failure 42
OMIM:618751	Spermatogenic failure 43
OMIM:270960	SPERMATOGENIC FAILURE 4; SPGF4;;AZOOSPERMIA DUE TO PERTURBATIONS OF MEIOSIS;;AZOOSPERMIA WITH MATURATION ARREST;;SPERMATOGENESIS ARRESTPREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 4; RPRGL4
OMIM:102530	Spermatogenic failure 6
OMIM:612997	SPERMATOGENIC FAILURE 7; SPGF7;;MALE INFERTILITY, NONSYNDROMIC, AUTOSOMAL RECESSIVE; MIAR
OMIM:613957	Spermatogenic failure 8
OMIM:613958	SPERMATOGENIC FAILURE 9; SPGF9;;GLOBOZOOSPERMIA, COMPLETE;;GLOBOZOOSPERMIA, TOTAL
OMIM:415000	SPERMATOGENIC FAILURE, NONOBSTRUCTIVE, Y-LINKED
OMIM:309120	SPERMATOGENIC FAILURE, X-LINKED, 2; SPGFX2
OMIM:309120	SPERMATOGENIC FAILURE, X-LINKED, 2; SPGFX2;;MALE INFERTILITY FROM DEFECT IN MEIOSIS
OMIM:270970	SPHEROCYTOSIS, AUTOSOMAL RECESSIVE
OMIM:182900	SPHEROCYTOSIS, HEREDITARY
OMIM:182900	SPHEROCYTOSIS, TYPE 1; SPH1
OMIM:616649	Spherocytosis, type 2
OMIM:612653	SPHEROCYTOSIS, TYPE 4; SPH4;;SPHEROCYTOSIS, HEREDITARY, 4; HS4
OMIM:612690	Spherocytosis, type 5
ORPHA:3176	Spina bifida-hypospadias syndrome
OMIM:313200	SPINAL AND BULBAR MUSCULAR ATROPHY, X-LINKED 1
OMIM:182950	SPINAL ARACHNOIDITIS
ORPHA:53721	Spinal arteriovenous metameric syndrome
OMIM:601344	SPINAL DYSPLASIA, ANHALT TYPE
OMIM:182990	SPINAL INTRADURAL ARACHNOID CYSTS
OMIM:158600	SPINAL MUSCULAR ATROPHY, CHILDHOOD, PROXIMAL, AUTOSOMAL DOMINANT
ORPHA:73245	Spinal muscular atrophy-Dandy-Walker malformation-cataracts syndrome
OMIM:604320	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 1
OMIM:604320	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 1; DSMA1
OMIM:604320	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 1; DSMA1;;SPINAL MUSCULAR ATROPHY WITH RESPIRATORY DISTRESS 1; SMARD1;;NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VI; DHMN6;;HMN6;;HMN VI;;SEVERE INFANTILE AXONAL NEUROPATHY WITH RESPIRATORY FAILURE; SIANRF;;NEURONOPATHY, SEVERE INFANTILE AXONAL, WITH RESPIRATORY FAILURE;;SPINAL MUSCULAR ATROPHY, DIAPHRAGMATIC
OMIM:605726	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 2
OMIM:605726	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 2; DSMA2;;NEURONOPATHY, DISTAL HEREDITARY MOTOR, JERASH TYPE;;NEUROPATHY, DISTAL HEREDITARY MOTOR, JERASH TYPE; HMNJ;;SPINAL MUSCULAR ATROPHY, JERASH TYPE
OMIM:607088	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 3
OMIM:611067	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 4
OMIM:614881	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5
OMIM:614881	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5; DSMA5
OMIM:600175	SPINAL MUSCULAR ATROPHY, DISTAL, CONGENITAL NONPROGRESSIVE
OMIM:600175	SPINAL MUSCULAR ATROPHY, DISTAL, CONGENITAL NONPROGRESSIVE;;SPINAL MUSCULAR ATROPHY, CONGENITAL BENIGN, WITH CONTRACTURES
OMIM:300489	SPINAL MUSCULAR ATROPHY, DISTAL, X-LINKED 3
OMIM:182970	SPINAL MUSCULAR ATROPHY, FACIOSCAPULOHUMERAL TYPE
OMIM:182970	SPINAL MUSCULAR ATROPHY, FACIOSCAPULOHUMERAL TYPE;;FSHSMA
OMIM:615048	SPINAL MUSCULAR ATROPHY, JOKELA TYPE
OMIM:615048	SPINAL MUSCULAR ATROPHY, JOKELA TYPE; SMAJ
OMIM:158600	SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY, AUTOSOMAL DOMINANT; SMALED;;SMA-LED;;SPINAL MUSCULAR ATROPHY, CHILDHOOD, PROXIMAL, AUTOSOMAL DOMINANT;;SPINAL MUSCULAR ATROPHY, JUVENILE, PROXIMAL, AUTOSOMAL DOMINANT;;KUGELBERG-WELANDER SYNDROME, AUTOSOMAL DOMINANT
OMIM:158600	SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 1, AUTOSOMAL DOMINANT
OMIM:158600	SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 1, AUTOSOMAL DOMINANT; SMALED1
OMIM:615290	SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 2, AUTOSOMALDOMINANT; SMALED2
OMIM:618291	SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 2B, PRENATAL ONSET, AUTOSOMAL DOMINANT; SMALED2B
ORPHA:2590	Spinal muscular atrophy-progressive myoclonic epilepsy syndrome
OMIM:182980	SPINAL MUSCULAR ATROPHY, PROXIMAL, ADULT, AUTOSOMAL DOMINANTSPINAL MUSCULAR ATROPHY, LATE-ONSET, FINKEL TYPE, INCLUDED
OMIM:271200	SPINAL MUSCULAR ATROPHY, RYUKYUAN TYPE
OMIM:271220	SPINAL MUSCULAR ATROPHY, SCAPULOPERONEAL
OMIM:183020	SPINAL MUSCULAR ATROPHY, SEGMENTAL
OMIM:253300	SPINAL MUSCULAR ATROPHY, TYPE I
OMIM:253550	SPINAL MUSCULAR ATROPHY, TYPE II
OMIM:253400	SPINAL MUSCULAR ATROPHY, TYPE III
OMIM:253400	SPINAL MUSCULAR ATROPHY, TYPE III; SMA3
OMIM:253400	SPINAL MUSCULAR ATROPHY, TYPE III; SMA3;;SMA III;;MUSCULAR ATROPHY, JUVENILE;;KUGELBERG-WELANDER SYNDROME; KWS;;SPINAL MUSCULAR ATROPHY, MILD CHILDHOOD AND ADOLESCENT FORM
OMIM:253300	SPINAL MUSCULAR ATROPHY, TYPE I; SMA1;;SMA I;;SMA, INFANTILE ACUTE FORM;;MUSCULAR ATROPHY, INFANTILE;;WERDNIG-HOFFMANN DISEASE
OMIM:271150	SPINAL MUSCULAR ATROPHY, TYPE IV
OMIM:271225	SPINAL MUSCULAR ATROPHY, TYPE I, WITH CONGENITAL BONE FRACTURES
OMIM:616866	SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 1
OMIM:616866	SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 1; SMABF1
OMIM:616867	SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 2
OMIM:271109	SPINAL MUSCULAR ATROPHY WITH MENTAL RETARDATION
OMIM:271110	SPINAL MUSCULAR ATROPHY WITH MICROCEPHALY AND MENTAL SUBNORMALITY
OMIM:159950	Spinal muscular atrophy with progressive myoclonic epilepsy
OMIM:301830	SPINAL MUSCULAR ATROPHY, X-LINKED 2
OMIM:301830	SPINAL MUSCULAR ATROPHY, X-LINKED 2; SMAX2;;SPINAL MUSCULAR ATROPHY, X-LINKED LETHAL INFANTILE;;SPINAL MUSCULAR ATROPHY, INFANTILE X-LINKED; XLSMA;;ARTHROGRYPOSIS MULTIPLEX CONGENITA, DISTAL, X-LINKED;;AMC, DISTAL, X-LINKED;;ARTHROGRYPOSIS, X-LINKED, TYPE I; AMCX1
OMIM:164400	SPINOCEREBELLAR ATAXIA 1
OMIM:603516	SPINOCEREBELLAR ATAXIA 10
OMIM:603516	SPINOCEREBELLAR ATAXIA 10; SCA10
OMIM:604432	SPINOCEREBELLAR ATAXIA 11
OMIM:604432	SPINOCEREBELLAR ATAXIA 11; SCA11
OMIM:604326	SPINOCEREBELLAR ATAXIA 12
OMIM:605259	SPINOCEREBELLAR ATAXIA 13
OMIM:605259	SPINOCEREBELLAR ATAXIA 13; SCA13
OMIM:605361	SPINOCEREBELLAR ATAXIA 14
OMIM:606658	SPINOCEREBELLAR ATAXIA 15
OMIM:607136	SPINOCEREBELLAR ATAXIA 17
OMIM:607136	SPINOCEREBELLAR ATAXIA 17; SCA17;;HUNTINGTON DISEASE-LIKE 4; HDL4
OMIM:607458	SPINOCEREBELLAR ATAXIA 18
OMIM:607346	SPINOCEREBELLAR ATAXIA 19
OMIM:607346	SPINOCEREBELLAR ATAXIA 19; SCA19;;SPINOCEREBELLAR ATAXIA 22; SCA22
OMIM:164400	SPINOCEREBELLAR ATAXIA 1; SCA1;;SPINOCEREBELLAR ATROPHY I;;OLIVOPONTOCEREBELLAR ATROPHY I; OPCA I; OPCA1;;CEREBELLOPARENCHYMAL DISORDER I; CPD1;;MENZEL TYPE OPCA;;OLIVOPONTOCEREBELLAR ATROPHY IV; OPCA IV; OPCA4;;SCHUT-HAYMAKER TYPE OPCA
OMIM:183090	SPINOCEREBELLAR ATAXIA 2
OMIM:608687	SPINOCEREBELLAR ATAXIA 20
OMIM:607454	SPINOCEREBELLAR ATAXIA 21
OMIM:607454	SPINOCEREBELLAR ATAXIA 21; SCA21
OMIM:610245	SPINOCEREBELLAR ATAXIA 23; SCA23
OMIM:608703	SPINOCEREBELLAR ATAXIA 25
OMIM:608703	SPINOCEREBELLAR ATAXIA 25; SCA25
OMIM:609306	SPINOCEREBELLAR ATAXIA 26
OMIM:609307	SPINOCEREBELLAR ATAXIA 27
OMIM:609307	SPINOCEREBELLAR ATAXIA 27; SCA27
OMIM:610246	SPINOCEREBELLAR ATAXIA 28; SCA28
OMIM:117360	SPINOCEREBELLAR ATAXIA 29
OMIM:117360	SPINOCEREBELLAR ATAXIA 29; SCA29;;CEREBELLAR ATAXIA, CONGENITAL NONPROGRESSIVE, AUTOSOMAL DOMINANT;CNPCA;;CEREBELLAR VERMIS APLASIA;;APLASIA OF CEREBELLAR VERMIS; ACV
OMIM:183090	SPINOCEREBELLAR ATAXIA 2; SCA2
OMIM:613371	SPINOCEREBELLAR ATAXIA 30; SCA30
OMIM:117210	SPINOCEREBELLAR ATAXIA 31
OMIM:613909	SPINOCEREBELLAR ATAXIA 32
OMIM:613909	SPINOCEREBELLAR ATAXIA 32; SCA32
OMIM:133190	SPINOCEREBELLAR ATAXIA 34
OMIM:133190	SPINOCEREBELLAR ATAXIA 34; SCA34
OMIM:133190	SPINOCEREBELLAR ATAXIA 34; SCA34;;ERYTHROKERATODERMIA WITH ATAXIA
OMIM:613908	SPINOCEREBELLAR ATAXIA 35; SCA35
OMIM:614153	SPINOCEREBELLAR ATAXIA 36; SCA36
OMIM:615945	SPINOCEREBELLAR ATAXIA 37; SCA37
OMIM:615957	SPINOCEREBELLAR ATAXIA 38; SCA38
OMIM:600223	SPINOCEREBELLAR ATAXIA 4
OMIM:616053	SPINOCEREBELLAR ATAXIA 40; SCA40
OMIM:616410	SPINOCEREBELLAR ATAXIA 41; SCA41
OMIM:616795	SPINOCEREBELLAR ATAXIA 42
OMIM:618087	SPINOCEREBELLAR ATAXIA 42, EARLY-ONSET, SEVERE, WITH NEURODEVELOPMENTAL DEFICITS; SCA42ND
OMIM:617018	SPINOCEREBELLAR ATAXIA 43
OMIM:617018	SPINOCEREBELLAR ATAXIA 43; SCA43
OMIM:617691	SPINOCEREBELLAR ATAXIA 44; SCA44
OMIM:617769	SPINOCEREBELLAR ATAXIA 45; SCA45
OMIM:617770	SPINOCEREBELLAR ATAXIA 46; SCA46
OMIM:617931	SPINOCEREBELLAR ATAXIA 47; SCA47
OMIM:618093	SPINOCEREBELLAR ATAXIA 48; SCA48
OMIM:600223	SPINOCEREBELLAR ATAXIA 4; SCA4;;SPINOCEREBELLAR ATAXIA, AUTOSOMAL DOMINANT, WITH SENSORY AXONAL NEUROPATHY
OMIM:600224	SPINOCEREBELLAR ATAXIA 5
OMIM:600224	SPINOCEREBELLAR ATAXIA 5; SCA5
OMIM:183086	SPINOCEREBELLAR ATAXIA 6
OMIM:183086	SPINOCEREBELLAR ATAXIA 6; SCA6
OMIM:164500	SPINOCEREBELLAR ATAXIA 7 OPCA III OPCA WITH RETINAL DEGENERATION OPCA WITH MACULAR DEGENERATION AND EXTERNAL OPHTHALMOPLEGIA AUTOSOMAL DOMINANT CEREBELLAR ATAXIA, TYPE II ADCA, TYPE II
OMIM:608768	SPINOCEREBELLAR ATAXIA 8
OMIM:608768	SPINOCEREBELLAR ATAXIA 8; SCA8
OMIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1
OMIM:613728	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 10; SCAR10
OMIM:614229	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 11
OMIM:614229	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 11; SCAR11
OMIM:614322	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 12; SCAR12;;SPINOCEREBELLAR ATAXIA WITH MENTAL RETARDATION AND EPILEPSY
OMIM:614831	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 13
OMIM:614831	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 13; SCAR13
OMIM:615386	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14
OMIM:615386	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14; SCAR14;;CEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, SPECTRIN-ASSOCIATED, 1; SPARCA1
OMIM:615705	Spinocerebellar ataxia, autosomal recessive 15
OMIM:615768	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 16
OMIM:615768	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 16; SCAR16
OMIM:616127	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 17
OMIM:616127	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 17; SCAR17
OMIM:616204	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 18
OMIM:616204	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 18; SCAR18
OMIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1; SCAR1
OMIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1; SCAR1;;ATAXIA-OCULOMOTOR APRAXIA 2; AOA2;;ATAXIA-OCULAR APRAXIA 2
OMIM:213200	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2
OMIM:616354	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 20
OMIM:616354	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 20; SCAR20
OMIM:616719	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 21
OMIM:616719	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 21; SCAR21;;SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 21, WITH HEPATOPATHY
OMIM:616948	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 22
OMIM:616949	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 23
OMIM:616949	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 23; SCAR23
OMIM:617133	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 24
OMIM:617133	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 24; SCAR24
OMIM:617584	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 25; SCAR25
OMIM:617633	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 26; SCAR26
OMIM:618369	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 27; SCAR27
OMIM:618800 	Spinocerebellar ataxia, autosomal recessive 28
OMIM:213200	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2; SCAR2
OMIM:213200	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2; SCAR2;;CEREBELLAR HYPOPLASIA, NONPROGRESSIVE NORMAN TYPE;;CEREBELLAR GRANULAR CELL HYPOPLASIA AND MENTAL RETARDATION, CONGENITAL;;CEREBELLOPARENCHYMAL DISORDER III;;CPD III; CPD3
OMIM:271250	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 3
OMIM:607317	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 4
OMIM:607317	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 4; SCAR4
OMIM:608029	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 6
OMIM:609270	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 7
OMIM:609270	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 7; SCAR7
OMIM:610743	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8; SCAR8
OMIM:610743	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8; SCAR8;;ATAXIA, RECESSIVE, OF BEAUCE;;CEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, TYPE 1; ARCA1
OMIM:607250	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY 1; SCAN1
OMIM:618387	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY 3; SCAN3
OMIM:607250	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY;SCAN1
ORPHA:1185	Spinocerebellar ataxia-dysmorphism syndrome
ORPHA:98755	Spinocerebellar ataxia type 1
ORPHA:98761	Spinocerebellar ataxia type 10
ORPHA:98767	Spinocerebellar ataxia type 11
ORPHA:98762	Spinocerebellar ataxia type 12
ORPHA:98768	Spinocerebellar ataxia type 13
ORPHA:98763	Spinocerebellar ataxia type 14
ORPHA:98769	Spinocerebellar ataxia type 15/16
ORPHA:98759	Spinocerebellar ataxia type 17
ORPHA:98771	Spinocerebellar ataxia type 18
ORPHA:98772	Spinocerebellar ataxia type 19/22
ORPHA:98756	Spinocerebellar ataxia type 2
ORPHA:101110	Spinocerebellar ataxia type 20
ORPHA:98773	Spinocerebellar ataxia type 21
ORPHA:101108	Spinocerebellar ataxia type 23
ORPHA:101111	Spinocerebellar ataxia type 25
ORPHA:101112	Spinocerebellar ataxia type 26
ORPHA:98764	Spinocerebellar ataxia type 27
ORPHA:101109	Spinocerebellar ataxia type 28
ORPHA:208513	Spinocerebellar ataxia type 29
ORPHA:98757	Spinocerebellar ataxia type 3
ORPHA:211017	Spinocerebellar ataxia type 30
ORPHA:217012	Spinocerebellar ataxia type 31
ORPHA:276183	Spinocerebellar ataxia type 32
ORPHA:1955	Spinocerebellar ataxia type 34
ORPHA:276193	Spinocerebellar ataxia type 35
ORPHA:276198	Spinocerebellar ataxia type 36
ORPHA:363710	Spinocerebellar ataxia type 37
ORPHA:423296	Spinocerebellar ataxia type 38
ORPHA:98765	Spinocerebellar ataxia type 4
ORPHA:423275	Spinocerebellar ataxia type 40
ORPHA:458798	Spinocerebellar ataxia type 41
ORPHA:458803	Spinocerebellar ataxia type 42
ORPHA:497764	Spinocerebellar ataxia type 43
ORPHA:98766	Spinocerebellar ataxia type 5
ORPHA:98758	Spinocerebellar ataxia type 6
ORPHA:94147	Spinocerebellar ataxia type 7
ORPHA:98760	Spinocerebellar ataxia type 8
ORPHA:94124	Spinocerebellar ataxia with axonal neuropathy type 1
ORPHA:64753	Spinocerebellar ataxia with axonal neuropathy type 2
OMIM:271270	SPINOCEREBELLAR ATAXIA WITH DYSMORPHISM
OMIM:183050	SPINOCEREBELLAR ATAXIA WITH RIGIDITY AND PERIPHERAL NEUROPATHY
OMIM:302500	SPINOCEREBELLAR ATAXIA, X-LINKED 1
OMIM:302500	SPINOCEREBELLAR ATAXIA, X-LINKED 1; SCAX1
OMIM:302500	SPINOCEREBELLAR ATAXIA, X-LINKED 1; SCAX1;;OLIVOPONTOCEREBELLAR ATROPHY, X-LINKED;;OPCA, X-LINKED; OPCAX
OMIM:302600	SPINOCEREBELLAR ATAXIA, X-LINKED 2
OMIM:301790	SPINOCEREBELLAR ATAXIA, X-LINKED 3
OMIM:301790	SPINOCEREBELLAR ATAXIA, X-LINKED 3;;SCAX3;;ATAXIA-DEAFNESS SYNDROME, X-LINKED
OMIM:301840	SPINOCEREBELLAR ATAXIA, X-LINKED 4
OMIM:301840	SPINOCEREBELLAR ATAXIA, X-LINKED 4;;SCAX4;;ATAXIA-DEMENTIA SYNDROME, X-LINKED
OMIM:300703	SPINOCEREBELLAR ATAXIA, X-LINKED 5; SCAX5
OMIM:183100	SPINOCEREBELLAR ATROPHY WITH PUPILLARY PARALYSIS
OMIM:271310	SPINOCEREBELLAR DEGENERATION AND CORNEAL DYSTROPHY
ORPHA:3177	Spinocerebellar degeneration-corneal dystrophy syndrome
OMIM:271320	SPINOCEREBELLAR DEGENERATION WITH MACULAR CORNEAL DYSTROPHY, CONGENITALCATARACTS, AND MYOPIA
OMIM:271322	SPINOCEREBELLAR DEGENERATION WITH SLOW EYE MOVEMENTS
OMIM:271322	SPINOCEREBELLAR DEGENERATION WITH SLOW EYE MOVEMENTS; SDSEM
ORPHA:2063	Splenogonadal fusion-limb defects-micrognathia syndrome
OMIM:183300	SPLENOGONADAL FUSION WITH LIMB DEFECTS AND MICROGNATHIA
OMIM:614979	SPLENOMEGALY, CYTOPENIA, AND VISION LOSS
OMIM:183350	SPLENOMEGALY SYNDROME WITH SPLENIC GERMINAL CENTER HYPOPLASIA ANDREDUCED CIRCULATING T-HELPER CELLS
OMIM:271500	SPLENOPORTAL VASCULAR ANOMALIES
ORPHA:1671	Split cord malformation type I
OMIM:183700	SPLIT-FOOT DEFORMITY WITH MANDIBULOFACIAL DYSOSTOSIS
OMIM:616890	SPLIT-FOOT MALFORMATION WITH MESOAXIAL POLYDACTYLY
OMIM:616890	SPLIT-FOOT MALFORMATION WITH MESOAXIAL POLYDACTYLY; SFMMP
OMIM:183500	SPLIT-HAND AND SPLIT-FOOT WITH HYPODONTIA
OMIM:183600	SPLIT-HAND/FOOT MALFORMATION 1
DECIPHER:46	Split hand/foot malformation 1 (SHFM1)
OMIM:183600	SPLIT-HAND/FOOT MALFORMATION 1; SHFM1
OMIM:183600	SPLIT-HAND/FOOT MALFORMATION 1; SHFM1;;SPLIT-HAND/FOOT MALFORMATION 1 WITH OR WITHOUT DEAFNESS;;SPLIT-HAND/FOOT DEFORMITY 1; SHFD1; SHSF1;;SPLIT-HAND DEFORMITY;;ECTRODACTYLY; ECD
OMIM:220600	SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS; SHFM1D;;DEAFNESS, CONGENITAL, AND SPLIT HANDS AND FEET
OMIM:313350	SPLIT-HAND/FOOT MALFORMATION 2
OMIM:246560	SPLIT-HAND/FOOT MALFORMATION 3; SHFM3;;SHSF3;;LIMB DEFICIENCIES, DISTAL, WITH MICROGNATHIA;;CHROMOSOME 10q24 DUPLICATION SYNDROME
OMIM:246560	SPLIT-HAND/FOOT MALFORMATION 3; SHFM3;;SHSF3;;LIMB DEFICIENCIES, DISTAL, WITH MICROGNATHIA;;CHROMOSOME 10Q24 DUPLICATION SYNDROME
OMIM:605289	SPLIT-HAND/FOOT MALFORMATION 4; SHFM4
OMIM:225300	SPLIT-HAND/FOOT MALFORMATION 6
OMIM:119100	SPLIT-HAND/FOOT MALFORMATION WITH LONG BONE DEFICIENCY 1
OMIM:183800	SPLIT-HAND WITH CONGENITAL NYSTAGMUS, FUNDAL CHANGES, AND CATARACTS
OMIM:183800	SPLIT-HAND WITH CONGENITAL NYSTAGMUS, FUNDAL CHANGES, AND CATARACTS;;NYSTAGMUS-SPLIT HAND SYNDROME;;KARSCH-NEUGEBAUER SYNDROME; KNS
OMIM:183802	SPLIT-HAND WITH OBSTRUCTIVE UROPATHY, SPINA BIFIDA, AND DIAPHRAGMATICDEFECTS
OMIM:183400	SPLIT LOWER LIP
ORPHA:93357	SPONASTRIME dysplasia
OMIM:106300	SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1
OMIM:106300	SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1; SPDA1
OMIM:183840	SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 2
OMIM:600000	SPONDYLOCAMPTODACTYLY
OMIM:600000	SPONDYLOCAMPTODACTYLY;;CAMPTODACTYLY WITH CERVICAL PLATYSPONDYLY
ORPHA:3180	Spondylocamptodactyly syndrome
OMIM:272460	SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME
OMIM:272460	SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME; SCT
